ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1774,Adult,Medium,F,S,0,64319.2,N,41,202021730,1085299865073589,19641126,301 HAROLDS DR NW,,FRANKLIN PARK,NJ,8823,0,,,3010.3,37,752,75,5.55,2,11,0.0,75.2575
1775,Adult,Low,F,S,1,73338.0,N,48,167221133,4678561543277463,19880616,13201 57TH AVE,,MAYAGUEZ,PR,681,0,,,20922.09,9,10461,1046,2.25,4,5,1046.1045,0.0
1776,Adult,High,F,S,0,433.74,N,61,431114560,9175566731815443,19040223,7183 GRANTHAM WAY,,BRONX,NY,10463,5226,-73.909037,40.874807000000004,3300.33,40,825,82,6.0,3,20,0.0,165.0165
1777,Adult,Low,F,M,2,16962.2,N,45,601599440,5553790711681822,19320405,7481 ROUTE 116,,AUSTIN,TX,78751,0,,,18601.86,8,9300,930,2.0,3,6,930.093,0.0
1778,Young adult,Low,M,M,2,10708.3,N,26,825777741,3262136651883176,19251020,658 53RD ST SE,,WARNERS,NY,13164,0,,,20832.08,117,10416,1041,29.25,4,7,1041.604,0.0
1779,Young adult,Low,F,M,0,2031.61,N,20,206069972,6946268474931269,19420326,PO BOX 800128,,ORANGE,NJ,7050,3108,-74.226487,40.765511,21642.16,87,10821,1082,21.75,4,9,1082.108,0.0
1780,Adult,Low,F,S,2,16938.5,N,53,174162629,2251867267069343,19000219,11953 ROCHESTER AVE APT 1,,MACCLENNY,FL,32063,0,-82.11800699999999,30.285804,13351.34,8,6675,667,2.0,4,10,667.567,0.0
1781,Adult,Medium,F,M,0,55221.0,N,41,176851095,1846542618560444,19741207,283 S AND H DR,,JOLIET,IL,60435,0,-88.08663,41.531046,490.05,15,122,12,2.25,3,10,0.0,12.25125
1782,Adult,High,F,M,1,8073.11,N,43,995798875,8222427522389639,19740222,2901 CEDAR LANE DR,,NAHANT,MA,1908,0,,,28702.87,60,14351,1435,15.0,4,9,0.0,1435.1435
1783,Adult,High,M,M,1,95448.6,Y,54,168290241,3867750507082861,19211127,4536 N 100 E,,WEST PALM BEACH,FL,33411,0,-80.17065799999999,26.679738,24242.42,5,12121,1212,1.25,3,5,0.0,1212.121
1784,Child,High,M,S,1,24141.5,Y,17,123843794,2067714788827020,19131201,1119 SW GAGE BLVD STE B,,UNION,IA,50258,0,,,28822.88,97,14411,1441,24.25,3,8,0.0,1441.144
1785,Adult,Low,M,S,2,63152.6,Y,63,103778161,5784666386689760,19270319,2336 14TH ST SE,,OAKDALE,NY,11769,0,,,29932.99,40,14966,1496,10.0,1,7,1496.6495,0.0
1786,Adult,Low,M,S,2,72084.7,N,56,520587669,1930465274586055,19530608,1273 N CHURCH ST STE 100C,,CLINTON,OH,44216,0,,,29112.91,9,14556,1455,2.25,1,9,1455.6455,0.0
1787,Adult,Low,F,S,0,42760.5,N,46,555962582,4150752526695342,19690915,5653 WINDRIDGE DR,,WOODLAND HILLS,CA,91364,0,,,13471.35,40,6735,673,10.0,2,7,673.5675,0.0
1788,Senior,Low,F,S,1,49072.0,N,70,101547573,6132049330033096,19090827,1143 WHITEHAVEN DR APT A,,CHICAGO,IL,60647,0,-87.679059,41.931708,23502.35,10,11751,1175,2.5,4,7,1175.1175,0.0
1789,Adult,Low,F,M,0,27371.8,Y,61,162118492,5475962860312538,19480902,RR 2 BOX 300,,FORT DEPOSIT,AL,35769,0,,,16141.61,126,8070,807,31.5,5,10,807.0805,0.0
1790,Adult,Low,M,M,0,71472.9,N,42,766235960,1317604080099270,19170217,193 LAKEWOOD DR,,CODEN,AL,35151,0,-86.234241,33.084313,16021.6,114,8010,801,28.5,3,5,801.08,0.0
1791,Adult,High,M,M,0,95405.7,N,47,122147483,7134956116594604,19100918,986 CHERRY ST SE,,FLUSHING,NY,11355,2247,,,7740.77,6,1935,193,0.9,2,15,0.0,387.0385
1792,Adult,High,M,S,0,95786.8,Y,58,659443965,1994104456791686,19251225,1002 N MARKET ST,,SIDMAN,PA,15955,0,,,21332.13,87,10666,1066,21.75,1,5,0.0,1066.6065
1793,Adult,High,M,S,0,90321.6,N,39,207787789,3479008332292942,19250105,1509 ORCHARD TER,,ORLANDO,FL,32804,0,,,870.09,11,217,21,1.65,1,17,0.0,43.5045
1794,Adult,Medium,M,D,1,90478.6,N,55,338109206,6031636594791562,19220223,12528 N LOCUST ST,,SACRAMENTO,CA,95826,0,,,18021.8,136,9010,901,34.0,5,6,0.0,901.09
1795,Adult,Medium,F,M,2,56187.0,N,41,886116578,5456036268332751,19880511,372 S PRAIRIE ST,,GRANBURY,TX,76049,0,,,8090.81,13,2022,202,1.95,2,11,0.0,202.27025
1796,Young adult,High,F,S,1,42000.0,N,24,247110251,5164922570001610,19491203,537 PEKIN AVE,,WHITEFIELD,NH,3598,0,,,23562.36,206,11781,1178,51.5,5,7,0.0,1178.118
1797,Young adult,High,M,M,0,9780.66,N,25,178657241,1263633646364486,19580215,1400 OLTHEY DR,,PAYSON,AZ,85541,0,,,2800.28,11,700,70,1.65,5,16,0.0,140.014
1798,Young adult,High,M,M,2,53010.8,N,19,205631189,6108564010124596,19471031,7732 NW 198TH TER,,MORGAN HILL,CA,95037,0,,,12451.25,46,6225,622,11.5,2,7,0.0,622.5625
1799,Senior,Low,M,M,2,75004.5,N,65,120374811,5209599292464429,19110415,500 AVENUE T,,SPEARFISH,SD,57799,1,,,26522.65,32,13261,1326,8.0,3,7,1326.1325,0.0
1800,Adult,Low,M,M,0,19749.3,N,60,975678753,8363628595172833,19551030,336 S TROOST ST,,CUTTINGSVILLE,VT,5738,0,,,20222.02,13,10111,1011,3.25,5,5,1011.101,0.0
1801,Adult,High,M,S,1,57626.9,Y,44,140783776,1459474177132853,19690115,2 HIGHLANDS CT,,ELGIN,ND,58533,0,,,9380.94,38,2345,234,5.7,1,18,0.0,469.047
1802,Adult,Medium,M,D,0,20078.0,N,33,636304302,5407818031517878,19720305,8603 COLLEGE VIEW DR,,HOMEWOOD,IL,60430,0,,,9650.97,6,2412,241,0.9,4,12,0.0,241.27425
1803,Young adult,Low,F,M,2,47902.0,N,26,203468603,9157817806540679,19440616,680 SANFORD RD,,PHILADELPHIA,PA,19106,0,,,17441.74,49,8720,872,12.25,4,8,872.087,0.0
1804,Child,High,M,M,1,7545.96,Y,17,551061113,4298402540952068,19300712,324 BAY HILL DR,,LOUISVILLE,KY,40216,1658,,,22392.24,178,11196,1119,44.5,5,9,0.0,1119.612
1805,Adult,Low,M,S,2,89459.9,N,53,509037963,4666808287141826,19370130,184 CALLE GUATEMALA PMB 50576,,GUAYNABO,PR,968,0,,,11541.15,22,5770,577,5.5,5,5,577.0575,0.0
1806,Adult,Low,F,S,1,13576.5,N,39,155941372,6341560994586184,19741201,99 MOUNTAIN OAKS VALLEY RD,,MODESTO,CA,95356,0,,,14831.48,25,7415,741,6.25,1,5,741.574,0.0
1807,Adult,Low,F,M,2,42031.8,N,51,982175673,6885805396111276,19760902,128 OLD STATE ROUTE 66,,ALBERTVILLE,AL,35951,0,,,20452.05,39,10226,1022,9.75,5,9,1022.6025,0.0
1808,Young adult,High,M,S,2,43634.5,N,22,111063740,6043767164745758,19110505,SO NV ADULT MENTAL HEALTH SVCS,,MIDLAND CITY,AL,36350,0,,,29442.94,104,14721,1472,26.0,5,10,0.0,1472.147
1809,Adult,Low,F,S,1,13109.1,N,63,237707818,4368534525345440,19891028,412 W ELM ST APT 1,,FLUSHING,NY,11358,0,,,22382.24,40,11191,1119,10.0,3,5,1119.112,0.0
1810,Adult,High,M,S,1,92647.5,N,56,895391746,2343346466213847,19500102,13 CALLE 8 VILLAS DEL MANATI,,PAYSON,AZ,85541,0,,,16041.6,10,8020,802,2.5,3,7,0.0,802.08
1811,Adult,Medium,F,S,2,21021.6,Y,63,128480003,2785897139186388,19110625,118 PARKER RD,,ROSARIO,PR,636,0,,,3750.38,11,937,93,1.65,2,13,0.0,93.7595
1812,Adult,Low,M,S,0,74460.7,Y,55,200621877,7903777643716613,19951109,PO BOX 4352,,TOTOWA,NJ,7512,0,,,25532.55,179,12766,1276,44.75,2,7,1276.6275,0.0
1813,Adult,Low,F,S,2,28787.4,N,42,189119062,2448875050602190,19130403,40 PROSPECT AVE APT 1-1A,,BAYONNE,NJ,7002,1454,-74.118818,40.661584999999995,27972.8,58,13986,1398,14.5,1,8,1398.64,0.0
1814,Adult,High,M,M,1,13091.6,N,59,820218799,6673607511582989,19220628,588 UNIVERSITY OF COLORADO,,DERRY,NH,3038,0,,,22792.28,20,11396,1139,5.0,5,8,0.0,1139.614
1815,Adult,High,F,M,2,62061.8,Y,46,109717306,3741876381230759,19091011,V1 COND VILLAS DE PLAYA 2,,WEST HAVERSTRAW,NY,10993,0,,,29862.99,52,14931,1493,13.0,2,8,0.0,1493.1495
1816,Young adult,Low,F,M,1,20550.9,Y,22,781488585,2059959442162915,19290726,PO BOX 110108,,RIVERTON,UT,84065,0,,,27722.77,57,13861,1386,14.25,3,9,1386.1385,0.0
927,Young adult,High,M,M,1,63900.9,N,28,764717506,3816971320205884,19641220,2154 N FLORIDA MANGO RD,,LEDGEWOOD,NJ,7852,0,,,8360.84,39,2090,209,5.85,5,19,0.0,418.042
928,Adult,Medium,M,M,2,28766.9,N,47,771011745,9575992488501826,19720529,311 CALLE SAN IGNACIO,,SUSANVILLE,CA,96130,0,,,6110.61,58,1527,152,8.7,5,13,0.0,152.76525
929,Child,Medium,M,M,1,5252.29,N,16,167656014,2644992624217658,19671025,677 STARR RD,,CORN,OK,73024,0,,,2650.27,17,662,66,2.55,4,15,0.0,66.25675
930,Young adult,High,M,M,2,91272.2,Y,25,205818543,3921768483710284,19270221,1 LAUREL COVE BEACH RD,,FRANKLIN,PA,16323,0,-79.8217,41.4331,26992.7,13,13496,1349,3.25,2,5,0.0,1349.635
931,Adult,High,M,S,0,69000.0,Y,42,721905754,2476147851577679,19300801,100 GENTIAN HOLW,,APO,AE,9009,4600,,,11631.16,115,5815,581,28.75,4,10,0.0,581.558
932,Young adult,High,M,M,2,1406.05,Y,19,143836628,8749890616791617,19340410,PO BOX 1471,,KENT,WA,98031,0,-122.19933300000001,47.419107000000004,11551.16,15,5775,577,3.75,1,9,0.0,577.558
933,Adult,High,F,S,0,73228.3,N,61,538531258,7558276554481213,19770522,5465 BRAESVALLEY DR APT 551,,ROCKY MOUNT,NC,27801,0,-77.794928,35.939097,22472.25,28,11236,1123,7.0,1,8,0.0,1123.6125
934,Adult,High,F,S,2,76231.9,N,64,149365356,7503362842966139,19470612,101 KINGS RD,,SCARSDALE,NY,10583,0,,,2010.2,150,502,50,22.5,4,15,0.0,100.51
935,Adult,High,M,M,1,64792.3,N,52,171579276,1992722199395759,19041227,610 S ELDORADO ST,,BELLEVILLE,IL,62221,0,,,13051.31,36,6525,652,9.0,1,8,0.0,652.5655
936,Adult,Low,F,S,0,93322.1,Y,40,297595787,1337188406830648,19640707,3095 COUNTRY CLUB DR,,SUNNYSIDE,NY,11104,0,,,29922.99,8,14961,1496,2.0,1,6,1496.1495,0.0
937,Adult,High,M,M,1,63437.3,N,64,316985580,2114447143626433,19800502,ALAMEDA SHOP CTR,,FLUSHING,NY,11355,0,,,680.07,10,170,17,1.5,3,20,0.0,34.0035
938,Adult,Low,M,M,2,49910.7,Y,52,107333587,2847718324016209,19490726,3100 VALLEY VIEW BLVD,,MORRIS,MN,56267,0,,,27422.74,23,13711,1371,5.75,3,6,1371.137,0.0
939,Adult,Low,M,M,0,76161.4,Y,45,172369219,5846432173517613,19080131,10120 WESTVIEW DR APT 611,,TIMKEN,KS,67575,0,,,11961.2,25,5980,598,6.25,1,7,598.06,0.0
940,Child,High,F,M,2,55860.0,Y,15,164491660,8732501577868219,19660908,11 COMPUTER DR W STE 222,,EMERSON,KY,41135,0,,,16011.6,10,8005,800,2.5,2,6,0.0,800.58
941,Senior,High,F,S,1,12686.0,N,65,476659091,6625771894154474,19060801,742 MAPLE DR,,LINDALE,TX,75771,0,,,23232.32,80,11616,1161,20.0,2,10,0.0,1161.616
942,Adult,Medium,M,M,2,57360.8,Y,53,296046308,8172480775647301,19160528,PO BOX 1377,,BROCKET,ND,58321,0,,,10361.04,57,5180,518,14.25,1,7,0.0,518.052
943,Adult,Low,M,M,1,92414.7,Y,46,234365324,5051958251868163,19340228,PO BOX 292033,,SEATTLE,WA,98103,0,-122.35013899999998,47.690690999999994,29432.94,10,14716,1471,2.5,4,8,1471.647,0.0
944,Adult,Medium,M,M,0,60102.7,N,42,132992123,3967653277592522,19540622,107 WASHINGTON ST,,SAINT LOUIS,MO,63166,0,,,9840.98,62,2460,246,9.3,2,15,0.0,246.0245
945,Adult,Low,F,M,2,17888.7,N,43,763357685,2790582576379386,19840201,121 BALDWIN AVE APT 2R,,FARRELL,PA,16121,0,,,29412.94,332,14706,1470,83.0,5,10,1470.647,0.0
946,Adult,Low,F,S,1,12526.3,N,54,166877248,4445266151581626,19580114,PO BOX 3149,,CONCORD TWP,OH,44077,0,,,11721.17,28,5860,586,7.0,5,9,586.0585,0.0
947,Adult,High,F,S,2,14578.8,Y,61,757671130,9088047904729242,19490121,1540 COND MARBELLA DEL CARIBE,,FREDONIA,ND,58440,0,,,11911.19,95,5955,595,23.75,2,10,0.0,595.5595
948,Adult,Low,M,M,0,78572.2,Y,42,406155922,9113736186534535,19050331,9699 SCOTT MILL ESTATES WAY,,KINNELON,NJ,7405,0,,,21812.18,29,10906,1090,7.25,1,5,1090.609,0.0
949,Adult,Low,F,M,2,48238.8,N,35,252926545,5702330211200912,19891112,84 CALLE SAN CRISTOBAL PMB 18534,,WATERTOWN,CT,6795,0,,,23282.33,168,11641,1164,42.0,1,9,1164.1165,0.0
950,Child,Low,F,M,0,28770.9,N,12,210842713,3666004753592766,19521015,139 WILLOW LN,,NASHVILLE,TN,37206,0,,,27992.8,16,13996,1399,4.0,4,6,1399.64,0.0
951,Adult,Medium,F,M,2,87578.2,Y,53,183277111,3864300021473012,19840813,8867 84TH ST SE,,CARROLLTON,TX,75006,0,,,290.03,22,72,7,3.3,5,12,0.0,7.25075
952,Child,Medium,F,M,2,86695.4,N,14,310411829,6751913488076555,19541221,10996 5TH ST NW,,OLEAN,NY,14760,0,-78.448419,42.082118,25942.59,32,12971,1297,8.0,4,5,1297.1295,0.0
953,Adult,High,F,S,2,76791.2,N,55,578726491,3575941306326236,19310909,1155 N FORMOSA AVE,,BIRCH RUN,MI,48415,0,,,20712.07,23,10356,1035,5.75,3,6,0.0,1035.6035
954,Child,High,F,S,0,30763.8,Y,14,344208412,2761874931577978,19101003,125 N 450 W,,VEGA ALTA,PR,692,6731,,,21322.13,35,10661,1066,8.75,5,7,0.0,1066.1065
955,Adult,Medium,F,M,2,3193.6,N,54,566382175,1091957468025862,19680629,315 BARRICKS RD LOT 118,,NEW YORK,NY,10022,0,,,4190.42,114,1047,104,17.1,5,11,0.0,104.7605
956,Child,High,M,M,1,69680.9,N,16,197488349,1739113540814986,19510317,2099 KENNETH ST,,BELLAIRE,TX,77401,0,,,7670.77,32,1917,191,4.8,4,17,0.0,383.5385
957,Senior,High,F,M,0,83287.0,N,67,203606516,1938419496482836,19681206,8435 WH BURGES DR,,BAY CITY,TX,77414,0,-95.958403,28.974307,29642.96,90,14821,1482,22.5,2,8,0.0,1482.148
958,Young adult,High,M,S,0,2056.06,Y,19,821355723,6234083167062642,19330620,859 PARK FOREST DR,,JERSEY CITY,NJ,7306,0,-74.0806,40.7294,24072.41,27,12036,1203,6.75,2,5,0.0,1203.6205
959,Adult,Low,F,M,2,7776.6,N,36,598411588,5949302672502193,19230814,77 CALLE A,,NARROWS,VA,24124,0,,,25872.59,68,12936,1293,17.0,4,6,1293.6295,0.0
960,Adult,Low,M,M,1,2067.82,N,48,156514166,5463956587582046,19780930,40786 OAKLAND CT,,DALLAS,TX,75205,0,,,15251.53,70,7625,762,17.5,5,5,762.5765,0.0
961,Adult,Medium,M,S,0,68000.0,N,63,732057513,8867786162660745,19600810,893 18TH ST,,NEW YORK,NY,10029,0,-73.951312,40.788769,4580.46,8,1145,114,1.2,2,10,0.0,114.5115
962,Adult,High,M,M,0,69343.3,N,42,132031734,8652243273734156,19850419,903 MAIN ST,,DUNNELLON,FL,34432,0,,,6360.64,15,1590,159,2.25,4,15,0.0,318.032
963,Adult,High,F,M,0,14932.5,N,42,856024297,4657635431679881,19130109,3065 OAKWOOD ST,,NEW OXFORD,PA,17350,0,,,4910.49,6,1227,122,0.9,3,18,0.0,245.5245
964,Adult,Medium,F,S,0,27498.1,N,43,127058877,6932042418183601,19270207,32 E ARMITAGE AVE,,NORTH BEND,WA,98045,0,,,2200.22,9,550,55,1.35,3,15,0.0,55.0055
965,Adult,Low,M,M,2,21419.9,N,60,666487263,6712962372762588,19211105,9300 MEADOW VALLEY LN UNIT 201,,RINDGE,NH,3461,0,,,26392.64,103,13196,1319,25.75,4,10,1319.632,0.0
966,Young adult,Medium,M,M,2,30665.2,Y,23,424333412,8831646014475205,19490210,117 CALLE 5 VILLAS DE BUENAVENTURA,,HOLLYWOOD,FL,33029,0,,,5830.58,63,1457,145,9.45,1,10,0.0,145.7645
967,Adult,Medium,F,M,1,78000.0,Y,59,156818455,6377868291050040,19330814,HC 4 BOX 4170,,FLUSHING,NY,11355,4916,,,6080.61,30,1520,152,4.5,3,11,0.0,152.01525
968,Adult,High,F,M,2,50561.3,N,46,983472844,7332637522480269,19440308,6030 GREENWOOD PLAZA BLVD STE 100F,,GUAYNABO,PR,966,0,,,16601.66,113,8300,830,28.25,1,5,0.0,830.083
969,Adult,High,F,S,2,23464.0,Y,52,149766928,6736447236640008,19291011,4031 WALKER RD,,HOBOKEN,NJ,7030,2662,-74.040971,40.741928,22432.24,41,11216,1121,10.25,5,8,0.0,1121.612
970,Senior,High,F,M,2,194.57,N,70,114439310,9294390078055435,19301020,PO BOX 177,,ARAB,AL,35016,0,-86.50619499999999,34.314457,28262.83,38,14131,1413,9.5,5,6,0.0,1413.1415
971,Senior,Low,F,M,1,98680.4,Y,70,480905801,3142144894089861,19101115,7691 SANDERS RD,,HARDY,AR,72542,0,,,17581.76,8,8790,879,2.0,2,9,879.088,0.0
972,Adult,High,M,M,0,65619.7,Y,52,197432837,3595673273998895,19250618,200 BLUEBIRD DR,,BRIGHTON,MA,2135,0,-71.1412,42.342582,13561.36,144,6780,678,36.0,2,10,0.0,678.068
973,Adult,Medium,F,M,1,95620.3,Y,61,144043941,3356774830375524,19470319,917 CLINTON ST # 7621 # 3346,,BOWIE,TX,76230,0,,,10911.09,93,5455,545,23.25,3,9,0.0,545.5545
974,Adult,Low,F,S,0,85275.0,N,42,715271125,2847570104216405,19760218,671 WESTCHESTER AVE APT 18G,,FAIRHOPE,AL,36532,0,,,22482.25,151,11241,1124,37.75,4,8,1124.1125,0.0
975,Adult,High,F,M,1,66921.4,Y,53,115676596,7572014902262921,19211208,2632 JAMAICA BLVD S APT 1242,,EAST PEORIA,IL,61611,0,,,15701.57,8,7850,785,2.0,2,7,0.0,785.0785
976,Adult,High,F,M,1,98453.6,Y,62,563134475,7337217943402833,19200526,PO BOX 3181,,URBANA,IL,61801,0,,,13721.37,11,6860,686,2.75,5,7,0.0,686.0685
977,Young adult,Low,F,M,2,94026.8,Y,28,236559966,8997377396254833,19340304,500 CALLE C,,BROWNSTOWN,MI,48173,0,-83.246881,42.066965,25002.5,10,12501,1250,2.5,2,9,1250.125,0.0
978,Adult,High,F,S,2,57420.0,Y,43,191443709,6725519023896811,19121229,45 LANTERN LN,,CHAMPAIGN,IL,61820,0,,,25182.52,252,12591,1259,63.0,4,10,0.0,1259.126
979,Adult,High,M,M,0,68000.0,N,49,462469369,6085324560398903,19670824,7640 W GREENWAY BLVD APT 4A,,SWAMPSCOTT,MA,1907,0,,,3930.39,26,982,98,3.9,4,19,0.0,196.5195
980,Adult,High,M,M,2,47639.1,N,43,261852620,5568234399253440,19550219,2576 TOWNE HOUSE DR NE,,DALLAS,TX,75214,0,,,17481.75,39,8740,874,9.75,4,6,0.0,874.0875
981,Adult,High,F,M,2,63234.5,Y,52,187538058,5808864537999746,19541120,708 HILLSBORO ST,,BAYAMON,PR,959,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
982,Adult,Medium,M,M,0,3911.9,N,38,147756832,4928805251540056,19830512,3839 W UNIVERSITY AVE,,BULVERDE,TX,78163,0,,,5720.57,25,1430,143,3.75,1,13,0.0,143.01425
983,Adult,High,F,M,2,18296.4,Y,43,572264449,2313323807863563,19100209,3201 152ND ST,,HEMINGWAY,SC,29554,0,,,80.01,10,20,2,1.5,4,18,0.0,4.0005
984,Young adult,High,F,S,0,39461.0,N,22,306623428,3693798354863996,19170904,98 WATER ST,,GARDENA,CA,90249,0,,,22872.29,103,11436,1143,25.75,4,7,0.0,1143.6145
985,Adult,High,F,M,2,52957.0,Y,40,491965244,3909211158663989,19830321,5334 S 1000 W,,CHESTER,MA,1011,0,,,25792.58,125,12896,1289,31.25,1,5,0.0,1289.629
986,Senior,High,F,S,2,86747.1,N,65,628902666,7654803716609635,19780809,K405 RIVER ST,,FAYETTE,MO,65248,0,-92.679233,39.143937,20152.02,37,10076,1007,9.25,5,6,0.0,1007.601
987,Adult,High,F,M,1,87404.6,N,63,134023272,7291789915585037,19681119,1301 HERMITAGE DR APT 618,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,21632.16,139,10816,1081,34.75,2,5,0.0,1081.608
988,Young adult,High,F,M,2,85394.0,Y,20,380546761,2908548404324289,19940225,320 BALDWIN RD,,KINGMAN,AZ,86409,0,,,19281.93,14,9640,964,3.5,3,8,0.0,964.0965
989,Adult,Medium,F,S,0,2121.36,N,40,145025838,5384649497322313,19540126,591 CORPORATE DR,,ROSENBERG,TX,77471,0,,,2020.2,36,505,50,5.4,5,12,0.0,50.505
990,Adult,Medium,F,M,2,63566.1,Y,56,732434860,5376897806731530,19810809,BUZON 499,,CLARK,NJ,7066,2049,,,7940.79,65,1985,198,9.75,2,12,0.0,198.51975
991,Child,Low,F,S,0,89813.6,N,13,194568842,4844273169926823,19620102,PO BOX 140,,NEW YORK,NY,10002,0,-73.983654,40.711488,14941.49,149,7470,747,37.25,3,6,747.0745,0.0
992,Adult,Medium,F,M,2,82644.2,Y,33,348322555,1726349353944574,19031015,304 SHEPARD RD,,FLUSHING,NY,11358,0,,,21972.2,19,10986,1098,4.75,1,9,0.0,1098.61
993,Child,High,F,S,1,27783.6,N,14,205275220,1033460852412060,19980103,600 N MAIN ST,,BERKELEY,CA,94720,2288,,,4970.5,18,1242,124,2.7,1,16,0.0,248.525
994,Adult,Low,F,M,2,60485.5,N,42,654229073,9049919320406819,19060217,2385 STATE ROAD 227 S,,MOBILE,AL,36608,0,,,11701.17,28,5850,585,7.0,4,6,585.0585,0.0
995,Adult,High,F,M,2,809.43,Y,32,130542102,3662685744064765,19721120,9219 SE 59TH DR,,BRIDGEPORT,AL,35740,0,-85.713169,34.942105,0.0,0,0,0,0.0,0,0,0.0,0.0
996,Adult,Low,M,S,1,76529.8,N,58,571755818,1470328267967935,19191109,3365 BRUCE ST,,HOLLYWOOD,FL,33020,0,,,18461.85,20,9230,923,5.0,5,9,923.0925,0.0
997,Adult,High,F,M,2,34577.7,N,63,107856248,1347918024972061,19970328,3353 S DAY ST,,BOGALUSA,LA,70427,0,-89.852921,30.796336,29182.92,116,14591,1459,29.0,3,9,0.0,1459.146
998,Adult,Low,F,S,2,19008.4,Y,52,726121938,3211539033109780,19950810,723 BEAR CLAW RD,,HACKENSACK,NJ,7601,0,,,10541.05,137,5270,527,34.25,2,5,527.0525,0.0
999,Adult,Low,F,M,0,98056.3,N,56,155522866,2138322241137335,19530221,140 CALLE OTONO,,SCHOFIELD,WI,54476,0,,,23702.37,126,11851,1185,31.5,5,5,1185.1185,0.0
1000,Adult,High,M,M,0,80000.0,Y,45,428748123,3487640838336937,19270109,1 ELIZABETH ST # 823 # 1362,,INDIAN ROCKS BEACH,FL,33785,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
1001,Adult,Medium,M,M,0,78894.2,N,34,187051503,2305202715936025,19570705,562 UNIVERSITY OF COLORADO,,FLUSHING,NY,11354,0,-73.83107,40.765756,2000.2,43,500,50,6.45,1,14,0.0,50.005
1002,Young adult,Low,M,S,1,16432.1,Y,21,203613446,1951027394381831,19950211,RR 4 BOX 7280,,COLLINS,MO,64738,0,,,20412.04,80,10206,1020,20.0,2,8,1020.602,0.0
1003,Adult,High,M,M,1,62797.9,N,54,255592851,7100715209515782,19830802,2016 E RANDOL MILL RD STE 403,,CUTLER,IN,46920,0,,,8320.83,55,2080,208,8.25,5,15,0.0,416.0415
1004,Adult,High,M,S,1,71329.9,Y,42,116347080,1798813299477105,19351027,3634 ALLEN ST,,PHOENIX,AZ,85016,0,,,14271.43,45,7135,713,11.25,3,8,0.0,713.5715
1005,Adult,Low,F,S,0,20913.6,N,53,603921940,1392322274687008,19710401,50 BRIAR HOLLOW LN STE 245W,,HOUSTON,TX,77082,3320,,,22992.3,65,11496,1149,16.25,3,6,1149.615,0.0
1006,Adult,High,F,S,1,540.4,Y,39,141235881,6046413441495752,19470710,60 NORTH ST,,TORONTO,OH,43964,0,-80.602624,40.468879,12341.23,7,6170,617,1.75,4,6,0.0,617.0615
1007,Child,High,M,M,2,67339.8,N,17,121978424,1443082778338482,19980321,272 TRAILS END PMB 5726,,SEATTLE,WA,98103,3784,-122.35013899999998,47.690690999999994,27832.78,48,13916,1391,12.0,1,5,0.0,1391.639
1008,Adult,High,M,M,1,75799.9,N,46,840481906,1631501937085936,19360709,16747 MAPLEWILD AVE SW,,MARLTON,NJ,8053,0,,,22242.22,64,11121,1112,16.0,3,10,0.0,1112.111
1009,Adult,Low,F,S,2,15688.5,N,53,117931226,1559487034785794,19490814,14614 FALLING CREEK DR STE 124,,FAIRFIELD,NJ,7004,0,,,14391.44,8,7195,719,2.0,2,7,719.572,0.0
1010,Child,Low,F,S,0,43382.3,N,16,168225361,3719570024117622,19541219,1263 CHURCH ST,,HOUSTON,TX,77036,0,-95.511024,29.712919,29672.97,99,14836,1483,24.75,4,7,1483.6485,0.0
1011,Adult,Low,F,S,0,5185.31,N,62,110233452,6852830903443463,19910829,4786 OQUINN BLVD SE,,SOUTH AMBOY,NJ,8879,0,-74.277283,40.479361,16391.64,30,8195,819,7.5,4,5,819.582,0.0
1012,Child,Low,F,S,1,35089.0,N,16,907209206,5470351021912811,19460704,HC 75 BOX 309,,BAY CITY,TX,77414,0,-95.958403,28.974307,26012.6,108,13006,1300,27.0,3,8,1300.63,0.0
1013,Young adult,Low,F,S,0,37000.0,N,22,183001044,8241418794182657,19380501,598 OLD MNCHC RD,,SEATTLE,WA,98199,0,,,22962.3,75,11481,1148,18.75,1,6,1148.115,0.0
1014,Adult,High,F,M,2,80087.7,N,42,167459897,2638618722248889,19011009,RR 1 BOX 8513,,TINTON FALLS,NJ,7727,0,,,8740.87,22,2185,218,3.3,5,17,0.0,437.0435
1015,Adult,High,F,M,2,59691.3,N,38,121383263,6363855410436561,19530414,735 W DECATUR ST APT 19,,MARATHON,FL,33050,0,,,21942.19,256,10971,1097,64.0,1,8,0.0,1097.1095
